path,representation,subtask,language,domain,split,training_scope,records,sha256
categorical/subtask_1/ukr/ukr_restaurant_train_alltasks_polarity.jsonl,categorical,1,ukr,restaurant,train,alltasks,1240,fb8ed6c7646a9d48eda5f4a611dc70431cd6a20dcec709bfd4373cff42a68991
categorical/subtask_1/zho/zho_finance_dev_task1_polarity.jsonl,categorical,1,zho,finance,dev,task1,200,32d422049ed5d3ddda78d310e3b67798d47ff1f5904d62345b8b4ded8d2b1055
categorical/subtask_1/zho/zho_finance_test_task1_polarity.jsonl,categorical,1,zho,finance,test,task1,842,183f8cf3fa9beb604237cb4f5ddb02d578625f5ab4e37baf3f71ae96daa8ef7f
categorical/subtask_1/zho/zho_finance_train_task1_polarity.jsonl,categorical,1,zho,finance,train,task1,1000,2f774c560306d8d7eb2c0a497373f4045ff0625361981b92603bd6a74f720f24
categorical/subtask_1/zho/zho_laptop_dev_task1_polarity.jsonl,categorical,1,zho,laptop,dev,task1,261,2ecfe09d7f9cc845192e5c611f27388f51b563c69dd795a6daaae2eef8874e30
categorical/subtask_1/zho/zho_laptop_test_task1_polarity.jsonl,categorical,1,zho,laptop,test,task1,1500,1643accb0fc84f1ccdd7078ee1f13e03e90a54a9ccb1fa8b38faabb25888ee60
categorical/subtask_1/zho/zho_laptop_train_alltasks_polarity.jsonl,categorical,1,zho,laptop,train,alltasks,3490,81d63bb89e5f87afd3bfb19637b033c45d755d4d07adab6a018389c92d647355
categorical/subtask_1/zho/zho_restaurant_dev_task1_polarity.jsonl,categorical,1,zho,restaurant,dev,task1,225,e71eb2115f777ea1cb8f4ac6a6323bab98fc9332e9cffe48599bfa7b07cab9c3
categorical/subtask_1/zho/zho_restaurant_test_task1_polarity.jsonl,categorical,1,zho,restaurant,test,task1,1000,abe2e8233c2dafe6296b913fc3e623078de415643c8fc77d82ba6b019fc98c3f
categorical/subtask_1/zho/zho_restaurant_train_alltasks_polarity.jsonl,categorical,1,zho,restaurant,train,alltasks,6050,60cb18dff3a2b6385fabb65937b9ce24c7d1fa0235371e7b005c649f345e83e2
categorical/subtask_2/eng/eng_laptop_dev_task2_polarity.jsonl,categorical,2,eng,laptop,dev,task2,200,d7e06c425cb318c4d9c5fe2a6d5b89e48d14400ef2ae1d059f3b469db4c28df8
categorical/subtask_2/eng/eng_laptop_test_task2_polarity.jsonl,categorical,2,eng,laptop,test,task2,1000,c049238ce2298a07245bd67a5855a82a85963624adde6e81f030e25574bae788
categorical/subtask_2/eng/eng_laptop_train_alltasks_polarity.jsonl,categorical,2,eng,laptop,train,alltasks,4076,2cc35c8b25142f3795ea736152d7699b54a903f88247a767d76e3a400830bf91
categorical/subtask_2/eng/eng_restaurant_dev_task2_polarity.jsonl,categorical,2,eng,restaurant,dev,task2,200,fc4a502928b85911c00ee93a11f3293ce486089691b2f3962adf29fe684eeef5
categorical/subtask_2/eng/eng_restaurant_test_task2_polarity.jsonl,categorical,2,eng,restaurant,test,task2,1000,8257cb73f545ca9b97e566cfc9ee64e67a7275f8a3f230c9e800cc14853c9d23
categorical/subtask_2/eng/eng_restaurant_train_alltasks_polarity.jsonl,categorical,2,eng,restaurant,train,alltasks,2284,1295c963d9c8d6cdeaf77f82c1ad1d4e4642aa07cf69ae83c8629c01653b6245
categorical/subtask_2/jpn/jpn_hotel_dev_task2_polarity.jsonl,categorical,2,jpn,hotel,dev,task2,200,3e332a1af11910b3cab49e1ccdaed932b181d5747dedcffa05c02f53f0d0c3f1
categorical/subtask_2/jpn/jpn_hotel_test_task2_polarity.jsonl,categorical,2,jpn,hotel,test,task2,800,546baeb941723f539313753f40830134fe3de30df83370383654ee6eada67524
categorical/subtask_2/jpn/jpn_hotel_train_alltasks_polarity.jsonl,categorical,2,jpn,hotel,train,alltasks,1600,2e57a8211d528c72ffc6bcdebf66ebde7fffaaa0bb2e979ce82359ccc66591f9
categorical/subtask_2/rus/rus_restaurant_dev_task2_polarity.jsonl,categorical,2,rus,restaurant,dev,task2,48,65d3578b7df5bd7207b693e15a88a4d2745494671447859f8f6269da54720816
categorical/subtask_2/rus/rus_restaurant_test_task2_polarity.jsonl,categorical,2,rus,restaurant,test,task2,630,e31b91cfd80c344ea5d767e3ddf509582fb8c6f80f3e0a6ee92f3d3e7a6c165e
categorical/subtask_2/rus/rus_restaurant_train_alltasks_polarity.jsonl,categorical,2,rus,restaurant,train,alltasks,1240,fa983f4ee38151f6e0ec31159d4dfba718fe8cab4a793bc039363feac5c2cb9a
categorical/subtask_2/tat/tat_restaurant_dev_task2_polarity.jsonl,categorical,2,tat,restaurant,dev,task2,48,10a9f3d146d3ad832b805a4a901802b1e6f1208800715b5e3d61e4ca450fcc26
categorical/subtask_2/tat/tat_restaurant_test_task2_polarity.jsonl,categorical,2,tat,restaurant,test,task2,630,bba19b6696b2d69b9dec1b34dbb3ce86a3a41370d0c5b3754be166a420cf742b
categorical/subtask_2/tat/tat_restaurant_train_alltasks_polarity.jsonl,categorical,2,tat,restaurant,train,alltasks,1240,ae78534ce3800f30b5d59e3154bbc3fd569762f3a906a53267dd42bc870d74bd
categorical/subtask_2/ukr/ukr_restaurant_dev_task2_polarity.jsonl,categorical,2,ukr,restaurant,dev,task2,48,db608c40bee467dd2abe739f5d80984bbd27ffe3564e0bc915d63b2ba20ac404
categorical/subtask_2/ukr/ukr_restaurant_test_task2_polarity.jsonl,categorical,2,ukr,restaurant,test,task2,630,ae12c2a999618e6da2f419bfb3ee3c0482853aec69c52682e0973975cb643300
categorical/subtask_2/ukr/ukr_restaurant_train_alltasks_polarity.jsonl,categorical,2,ukr,restaurant,train,alltasks,1240,fb8ed6c7646a9d48eda5f4a611dc70431cd6a20dcec709bfd4373cff42a68991
categorical/subtask_2/zho/zho_laptop_dev_task2_polarity.jsonl,categorical,2,zho,laptop,dev,task2,300,07bf17e1d4a7c1eb364669fd00b2408c3d3d218fb66e6e9886dfd91364e78fa0
categorical/subtask_2/zho/zho_laptop_test_task2_polarity.jsonl,categorical,2,zho,laptop,test,task2,1000,7d645ad3ed1fe4a6dfc01f70d97406261567f1fb669ce24056a671d80af5ea16
categorical/subtask_2/zho/zho_laptop_train_alltasks_polarity.jsonl,categorical,2,zho,laptop,train,alltasks,3490,81d63bb89e5f87afd3bfb19637b033c45d755d4d07adab6a018389c92d647355
categorical/subtask_2/zho/zho_restaurant_dev_task2_polarity.jsonl,categorical,2,zho,restaurant,dev,task2,300,605fa97b28070d9c0233ecde787660075e344d5bb87c2cfd0c1c5be40d8b96c8
categorical/subtask_2/zho/zho_restaurant_test_task2_polarity.jsonl,categorical,2,zho,restaurant,test,task2,1000,19386b4a9bcb1ad220f5e8248cda86abf3b282a6b4444396fbe88b8473b1707d
categorical/subtask_2/zho/zho_restaurant_train_alltasks_polarity.jsonl,categorical,2,zho,restaurant,train,alltasks,6050,60cb18dff3a2b6385fabb65937b9ce24c7d1fa0235371e7b005c649f345e83e2
categorical/subtask_3/eng/eng_laptop_dev_task3_polarity.jsonl,categorical,3,eng,laptop,dev,task3,200,b74896795dd3a6b9c7ffc5c781cf72885ace9bd5a8bd2f2c5d68644fc178230a
categorical/subtask_3/eng/eng_laptop_test_task3_polarity.jsonl,categorical,3,eng,laptop,test,task3,1000,912f9e88f75ab63b8799ff95aec246b36cdfa2797fa5405e50e2d31a394d38c2
categorical/subtask_3/eng/eng_laptop_train_alltasks_polarity.jsonl,categorical,3,eng,laptop,train,alltasks,4076,2cc35c8b25142f3795ea736152d7699b54a903f88247a767d76e3a400830bf91
categorical/subtask_3/eng/eng_restaurant_dev_task3_polarity.jsonl,categorical,3,eng,restaurant,dev,task3,200,4d67dbb281a03e18639fcb2f3bd44b360f0a13b1ecd50fbcbb2e3ade6be37fef
categorical/subtask_3/eng/eng_restaurant_test_task3_polarity.jsonl,categorical,3,eng,restaurant,test,task3,1000,28e59cb7abc46e059fef6174f6eef48a7b80ee418a439c76112049da2016f8ef
categorical/subtask_3/eng/eng_restaurant_train_alltasks_polarity.jsonl,categorical,3,eng,restaurant,train,alltasks,2284,1295c963d9c8d6cdeaf77f82c1ad1d4e4642aa07cf69ae83c8629c01653b6245
categorical/subtask_3/jpn/jpn_hotel_dev_task3_polarity.jsonl,categorical,3,jpn,hotel,dev,task3,200,46dca203fc63d63eb8407571e25009a466c6ea1a7fc4931dfb8666097f40f99e
categorical/subtask_3/jpn/jpn_hotel_test_task3_polarity.jsonl,categorical,3,jpn,hotel,test,task3,800,4ce150c10ae1ba14a268beb9a273ebbbbba9abf7f7187e0848a6fa1c0abffb4f
categorical/subtask_3/jpn/jpn_hotel_train_alltasks_polarity.jsonl,categorical,3,jpn,hotel,train,alltasks,1600,2e57a8211d528c72ffc6bcdebf66ebde7fffaaa0bb2e979ce82359ccc66591f9
categorical/subtask_3/rus/rus_hotel_test_task3_polarity.jsonl,categorical,3,rus,hotel,test,task3,630,12db74ced2950beb9a0e0a46453dd4208b5dd036db04dfe6b80a380c4d95eac3
categorical/subtask_3/rus/rus_restaurant_dev_task3_polarity.jsonl,categorical,3,rus,restaurant,dev,task3,48,3648b28546ce6a02a627b57b7dfdbf84121a20335653585e46b04e15bcbef32f
categorical/subtask_3/rus/rus_restaurant_train_alltasks_polarity.jsonl,categorical,3,rus,restaurant,train,alltasks,1240,fa983f4ee38151f6e0ec31159d4dfba718fe8cab4a793bc039363feac5c2cb9a
categorical/subtask_3/tat/tat_restaurant_dev_task3_polarity.jsonl,categorical,3,tat,restaurant,dev,task3,48,c661ed500edfe1cabdb9f3ababd34a5a52187f5abc5a1827d004dc2404e14d26
categorical/subtask_3/tat/tat_restaurant_test_task3_polarity.jsonl,categorical,3,tat,restaurant,test,task3,630,6220697d70bba715b46a01e6d1f8f5018b55c950d2af0b8151baa3768319c934
categorical/subtask_3/tat/tat_restaurant_train_alltasks_polarity.jsonl,categorical,3,tat,restaurant,train,alltasks,1240,ae78534ce3800f30b5d59e3154bbc3fd569762f3a906a53267dd42bc870d74bd
categorical/subtask_3/ukr/ukr_restaurant_dev_task3_polarity.jsonl,categorical,3,ukr,restaurant,dev,task3,48,1154f154fd8bb9c6eed0ca2c661ef23787f00966db3e5a10b732a4ec110eb371
categorical/subtask_3/ukr/ukr_restaurant_test_task3_polarity.jsonl,categorical,3,ukr,restaurant,test,task3,630,eba54b0ce08ba41dda9b5c54e01f9c943f3b9571f8298cd8ce5c39dbf2566072
categorical/subtask_3/ukr/ukr_restaurant_train_alltasks_polarity.jsonl,categorical,3,ukr,restaurant,train,alltasks,1240,fb8ed6c7646a9d48eda5f4a611dc70431cd6a20dcec709bfd4373cff42a68991
categorical/subtask_3/zho/zho_laptop_dev_task3_polarity.jsonl,categorical,3,zho,laptop,dev,task3,300,950754657a3998ce97ff70ebf36bb3f9dd1ae43fe11da3d802c9acc55b69484d
categorical/subtask_3/zho/zho_laptop_test_task3_polarity.jsonl,categorical,3,zho,laptop,test,task3,1000,870921afa32b88d8611c1935a80ef9cc0906d7191840e740c57955c9e0b74cc1
categorical/subtask_3/zho/zho_laptop_train_alltasks_polarity.jsonl,categorical,3,zho,laptop,train,alltasks,3490,81d63bb89e5f87afd3bfb19637b033c45d755d4d07adab6a018389c92d647355
categorical/subtask_3/zho/zho_restaurant_dev_task3_polarity.jsonl,categorical,3,zho,restaurant,dev,task3,300,d8b2b23d0c9fe567bd3e2b8ace6a6a1bebfeacfa7e180366219b85fa8326cf43
categorical/subtask_3/zho/zho_restaurant_test_task3_polarity.jsonl,categorical,3,zho,restaurant,test,task3,1000,40a116c8bd490aa495fa290c84bd7717b867a6dfca8036a70d15601f4cb66485
categorical/subtask_3/zho/zho_restaurant_train_alltasks_polarity.jsonl,categorical,3,zho,restaurant,train,alltasks,6050,60cb18dff3a2b6385fabb65937b9ce24c7d1fa0235371e7b005c649f345e83e2
subtask_1/eng/eng_laptop_dev_task1.jsonl,dimensional,1,eng,laptop,dev,task1,200,56e04afe9d84e925ccaa5209a4f4f68e9e6581f8a82cab71f36e2a65e8f12e8d
subtask_1/eng/eng_laptop_test_task1.jsonl,dimensional,1,eng,laptop,test,task1,1000,40489da15c4db051f81efa5b1c1c1133a8bb0fcba7111fac57182537fafb31af
subtask_1/eng/eng_laptop_train_alltasks.jsonl,dimensional,1,eng,laptop,train,alltasks,4076,8cac1811b543999206f0f69c2ad6bf387bde12bbdc237946ace66c8f6be7d221
subtask_1/eng/eng_restaurant_dev_task1.jsonl,dimensional,1,eng,restaurant,dev,task1,200,c6dddb81b72208eab1ec36738fe3d8a484893d81e2187b40dfed286c408c8272
subtask_1/eng/eng_restaurant_test_task1.jsonl,dimensional,1,eng,restaurant,test,task1,1000,ac117e7b0c10bea6a96f41167c07abba287b99db50514dc6e04199dc14e00245
subtask_1/eng/eng_restaurant_train_alltasks.jsonl,dimensional,1,eng,restaurant,train,alltasks,2284,bebab04e593f3f6afe76f144b897c85bcc2eb9749bfbfa1e0080e7d4e2d3985c
subtask_1/jpn/jpn_finance_dev_task1.jsonl,dimensional,1,jpn,finance,dev,task1,200,451f82b8265c116c86abd3cede3dc8bacc99c8d82058e371418ecde6cae1a333
subtask_1/jpn/jpn_finance_test_task1.jsonl,dimensional,1,jpn,finance,test,task1,800,3b5a7c8136109e778d1b5cb594d8b64f17bf990d5957735af6ce65c0685ea839
subtask_1/jpn/jpn_finance_train_task1.jsonl,dimensional,1,jpn,finance,train,task1,1024,8db33af07be8e193aed666afa4ad997960e5e1bdeb7a2f037c647a5623b1d8ed
subtask_1/jpn/jpn_hotel_dev_task1.jsonl,dimensional,1,jpn,hotel,dev,task1,200,7d44bf71829b3064aadba406b54382260173a29769c00701c6b4347a9c6eaace
subtask_1/jpn/jpn_hotel_test_task1.jsonl,dimensional,1,jpn,hotel,test,task1,800,5ce11817f969f8e95f1a6d6a2b8ecad9928bf6b3792e96769204adcb8f6dc7dc
subtask_1/jpn/jpn_hotel_train_alltasks.jsonl,dimensional,1,jpn,hotel,train,alltasks,1600,ec3dbffd24e1175fad20a3e5519427d4019ae346af7359f162176a1ce3bf39e5
subtask_1/rus/rus_restaurant_dev_task1.jsonl,dimensional,1,rus,restaurant,dev,task1,56,963a3caff677c18c2f73e41aedf1378d9bdef32c74ff1bb74db1cf94943cff11
subtask_1/rus/rus_restaurant_test_task1.jsonl,dimensional,1,rus,restaurant,test,task1,1072,160c1b95dc1bffee858aa7abb132d213c219ef991b46abbe0f76a2fa64e7a984
subtask_1/rus/rus_restaurant_train_alltasks.jsonl,dimensional,1,rus,restaurant,train,alltasks,1240,a81c2e737a0ed8e3fcfee48864403a3339ab388b7ed545436f45a11ae878b92a
subtask_1/tat/tat_restaurant_dev_task1.jsonl,dimensional,1,tat,restaurant,dev,task1,56,6ab8d395ef43b3c5cc1342fa9ebc307f3188ab1d4847a9ffd38f265c71bbb95f
subtask_1/tat/tat_restaurant_test_task1.jsonl,dimensional,1,tat,restaurant,test,task1,1072,f07684ec1b28b8fca18b367627ceb0adce993d1515de22b0e0e49be62ef8a17d
subtask_1/tat/tat_restaurant_train_alltasks.jsonl,dimensional,1,tat,restaurant,train,alltasks,1240,1f374e08dfd3fac61d9ca6935e185958f889a24a6690dacec6ff6497d4d54917
subtask_1/ukr/ukr_restaurant_dev_task1.jsonl,dimensional,1,ukr,restaurant,dev,task1,56,f33e3158cb819db86cdd87546ef8cd4a2e1582f79ab9ad6cd02f207e172891a3
subtask_1/ukr/ukr_restaurant_test_task1.jsonl,dimensional,1,ukr,restaurant,test,task1,1072,3ed95f55ab7d95a3c7b61df87c5e0267c734447c0dd2c2414955d672926f6643
subtask_1/ukr/ukr_restaurant_train_alltasks.jsonl,dimensional,1,ukr,restaurant,train,alltasks,1240,6c1e4843fb9af233a1103c751b56b99596f724ef9309ff6156f4041e4560bff1
subtask_1/zho/zho_finance_dev_task1.jsonl,dimensional,1,zho,finance,dev,task1,200,77f8c1932021287f55b8e82a97759a413b7d43de51f94511c86233539da1010f
subtask_1/zho/zho_finance_test_task1.jsonl,dimensional,1,zho,finance,test,task1,842,bebd9de4b4fb99013441eb8e4b5b7a607b1b4db6dec264358249e7c1872b0a35
subtask_1/zho/zho_finance_train_task1.jsonl,dimensional,1,zho,finance,train,task1,1000,53a964b8c380351d1b83e0ea6846908499ea834be90fecb4363577d0a4020673
subtask_1/zho/zho_laptop_dev_task1.jsonl,dimensional,1,zho,laptop,dev,task1,300,bc2595b579441145a04744de23cda74e59a80f2fe97aa6e3db71bc3e54ef4935
subtask_1/zho/zho_laptop_test_task1.jsonl,dimensional,1,zho,laptop,test,task1,1000,dfe95464681b90205ec2dd961386f90de24aae3703d7e883e770354a04ca5415
subtask_1/zho/zho_laptop_train_alltasks.jsonl,dimensional,1,zho,laptop,train,alltasks,3490,cb42521ee379ecfdbad87b2d2fd32eb4d5dc4add4b0693965325ec29e58009ca
subtask_1/zho/zho_restaurant_dev_task1.jsonl,dimensional,1,zho,restaurant,dev,task1,300,39136b07a0f86d4b1af63a45aefd79e64ff48bfa3c1ec7936371910d4d74585e
subtask_1/zho/zho_restaurant_test_task1.jsonl,dimensional,1,zho,restaurant,test,task1,1000,30ff607a2845198d44d64dbf391e7cdb410f51531406706c989c67b2e2ff661d
subtask_1/zho/zho_restaurant_train_alltasks.jsonl,dimensional,1,zho,restaurant,train,alltasks,6050,6c3290734269f2bd4852daf57339fec7436af46cb93e3821c67f5926fd133849
subtask_2/eng/eng_laptop_dev_task2.jsonl,dimensional,2,eng,laptop,dev,task2,200,6b8a128526f715d1300fe9c2462a20d7e93c248003b0f23ba345ab1653b0a792
subtask_2/eng/eng_laptop_test_task2.jsonl,dimensional,2,eng,laptop,test,task2,1000,08a4cc197f068f6fc4c9373f61bfb86a5cd996ef16be3cb516082b434ba92543
subtask_2/eng/eng_laptop_train_alltasks.jsonl,dimensional,2,eng,laptop,train,alltasks,4076,8cac1811b543999206f0f69c2ad6bf387bde12bbdc237946ace66c8f6be7d221
subtask_2/eng/eng_restaurant_dev_task2.jsonl,dimensional,2,eng,restaurant,dev,task2,200,b21de38fe87b30e256c6ec54314c6d95aa532ce7b933834259896f5d545560f5
subtask_2/eng/eng_restaurant_test_task2.jsonl,dimensional,2,eng,restaurant,test,task2,1000,e90386169422c84ddd42d51029f23934b54724fafe270b65138836067492857d
subtask_2/eng/eng_restaurant_train_alltasks.jsonl,dimensional,2,eng,restaurant,train,alltasks,2284,bebab04e593f3f6afe76f144b897c85bcc2eb9749bfbfa1e0080e7d4e2d3985c
subtask_2/jpn/jpn_hotel_dev_task2.jsonl,dimensional,2,jpn,hotel,dev,task2,200,75915330b17e94399757eff45b9cefcbdcdeb8cc69600d1f1171f4f5b5344037
subtask_2/jpn/jpn_hotel_test_task2.jsonl,dimensional,2,jpn,hotel,test,task2,800,770211258232e8edefa2bcc82751db14eb184fd987d1714f1e76c715b1edeccd
subtask_2/jpn/jpn_hotel_train_alltasks.jsonl,dimensional,2,jpn,hotel,train,alltasks,1600,ec3dbffd24e1175fad20a3e5519427d4019ae346af7359f162176a1ce3bf39e5
subtask_2/rus/rus_restaurant_dev_task2.jsonl,dimensional,2,rus,restaurant,dev,task2,48,6ff6bd7ea6a68b89fa2e9a38e61c56a6f081038c788c66b4fc76d5bfc4d4d36d
subtask_2/rus/rus_restaurant_test_task2.jsonl,dimensional,2,rus,restaurant,test,task2,630,912013b49db2bd387076f63ee9df016350180fbac621449121a27dc262d5459b
subtask_2/rus/rus_restaurant_train_alltasks.jsonl,dimensional,2,rus,restaurant,train,alltasks,1240,a81c2e737a0ed8e3fcfee48864403a3339ab388b7ed545436f45a11ae878b92a
subtask_2/tat/tat_restaurant_dev_task2.jsonl,dimensional,2,tat,restaurant,dev,task2,48,bfb65f8b72d0116d6e1b7cbc11362cdfbac70223dfcefb7e4f2cb3e97293708b
subtask_2/tat/tat_restaurant_test_task2.jsonl,dimensional,2,tat,restaurant,test,task2,630,c4f1fb5c21f8f06f598c87e489e7adce1a953d4446ad14a60432ae2a13b85ce6
subtask_2/tat/tat_restaurant_train_alltasks.jsonl,dimensional,2,tat,restaurant,train,alltasks,1240,1f374e08dfd3fac61d9ca6935e185958f889a24a6690dacec6ff6497d4d54917
subtask_2/ukr/ukr_restaurant_dev_task2.jsonl,dimensional,2,ukr,restaurant,dev,task2,48,50c185046f4e7737440de8b27491cd5859e0799fb06dcc65ff71e69d76dea5d6
subtask_2/ukr/ukr_restaurant_test_task2.jsonl,dimensional,2,ukr,restaurant,test,task2,630,05fdf7e2dca235261060b785f969315385f962021f171abb85e45638bbadb036
subtask_2/ukr/ukr_restaurant_train_alltasks.jsonl,dimensional,2,ukr,restaurant,train,alltasks,1240,6c1e4843fb9af233a1103c751b56b99596f724ef9309ff6156f4041e4560bff1
subtask_2/zho/zho_laptop_dev_task2.jsonl,dimensional,2,zho,laptop,dev,task2,300,ed3f722234f7b303ebd7b56fafe1873a7a246671a0c85b2dbaa2d6c1f1ccc63c
subtask_2/zho/zho_laptop_test_task2.jsonl,dimensional,2,zho,laptop,test,task2,1000,dcb9470a0b70c8e2d7933d603fd2929ffc9f08d42c09f0c24ce207c85c0705d2
subtask_2/zho/zho_laptop_train_alltasks.jsonl,dimensional,2,zho,laptop,train,alltasks,3490,cb42521ee379ecfdbad87b2d2fd32eb4d5dc4add4b0693965325ec29e58009ca
subtask_2/zho/zho_restaurant_dev_task2.jsonl,dimensional,2,zho,restaurant,dev,task2,300,77f223580edd2e13cdf74751f050d383e1b6f623d02e99f4cf6f9a50655a1e51
subtask_2/zho/zho_restaurant_test_task2.jsonl,dimensional,2,zho,restaurant,test,task2,1000,bd7e8dffba7e243d8d3ada012c33f983040a418273fba9a3f1a2f1790a1dc7fc
subtask_2/zho/zho_restaurant_train_alltasks.jsonl,dimensional,2,zho,restaurant,train,alltasks,6050,6c3290734269f2bd4852daf57339fec7436af46cb93e3821c67f5926fd133849
subtask_3/eng/eng_laptop_dev_task3.jsonl,dimensional,3,eng,laptop,dev,task3,200,c3a622060eba7b770a70bdf789c1ec5fddf5ec780877b88c5e8bfca5a3f87ab9
subtask_3/eng/eng_laptop_test_task3.jsonl,dimensional,3,eng,laptop,test,task3,1000,600aeba51fb53f6bbae7f669f03796999b4609cb5eaddfef171ce390d2ff8786
subtask_3/eng/eng_laptop_train_alltasks.jsonl,dimensional,3,eng,laptop,train,alltasks,4076,8cac1811b543999206f0f69c2ad6bf387bde12bbdc237946ace66c8f6be7d221
subtask_3/eng/eng_restaurant_dev_task3.jsonl,dimensional,3,eng,restaurant,dev,task3,200,656022e2d83ec0d758765881cdfa38b409077c6137f4df743165c72eb08e4a9c
subtask_3/eng/eng_restaurant_test_task3.jsonl,dimensional,3,eng,restaurant,test,task3,1000,a24cd3d6b8b2dd3bcebf5016f2e8bb90736fe2e89671aced73229062ca516f79
subtask_3/eng/eng_restaurant_train_alltasks.jsonl,dimensional,3,eng,restaurant,train,alltasks,2284,bebab04e593f3f6afe76f144b897c85bcc2eb9749bfbfa1e0080e7d4e2d3985c
subtask_3/jpn/jpn_hotel_dev_task3.jsonl,dimensional,3,jpn,hotel,dev,task3,200,fe87c2f25cd6495f8ff115fa463a1dc0af1e5a0c63ae811b9a00311fd71fe972
subtask_3/jpn/jpn_hotel_test_task3.jsonl,dimensional,3,jpn,hotel,test,task3,800,c0dd73766e11eae318b9f662a14d8c51a72c9e10681deb70c691eeb4ba7a7dd1
subtask_3/jpn/jpn_hotel_train_alltasks.jsonl,dimensional,3,jpn,hotel,train,alltasks,1600,ec3dbffd24e1175fad20a3e5519427d4019ae346af7359f162176a1ce3bf39e5
subtask_3/rus/rus_restaurant_dev_task3.jsonl,dimensional,3,rus,restaurant,dev,task3,48,94738f0be9b99ef23d958c962954a7d9406cba76f812196bb6e2a37ac47c4e29
