dataset,path,records,annotations,annotations_per_record,unique_ids,unique_texts,implicit_aspects,implicit_aspect_rate,implicit_opinions,implicit_opinion_rate,annotation_fields,va_count,invalid_va_count,valence_mean,valence_std,arousal_mean,arousal_std,va_pearson
categorical/subtask_1/tat/restaurant/train,categorical/subtask_1/tat/tat_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_1/ukr/restaurant/dev,categorical/subtask_1/ukr/ukr_restaurant_dev_task1_polarity.jsonl,56,81,1.4464285714285714,56,56,0,0.0,0,0.0,"{""Aspect_Polarity"": 56}",0,0,,,,,
categorical/subtask_1/ukr/restaurant/test,categorical/subtask_1/ukr/ukr_restaurant_test_task1_polarity.jsonl,1072,1637,1.5270522388059702,1072,1072,0,0.0,0,0.0,"{""Aspect_Polarity"": 1072}",0,0,,,,,
categorical/subtask_1/ukr/restaurant/train,categorical/subtask_1/ukr/ukr_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_1/zho/finance/dev,categorical/subtask_1/zho/zho_finance_dev_task1_polarity.jsonl,200,563,2.815,200,200,0,0.0,0,0.0,"{""Aspect_Polarity"": 200}",0,0,,,,,
categorical/subtask_1/zho/finance/test,categorical/subtask_1/zho/zho_finance_test_task1_polarity.jsonl,842,2354,2.795724465558195,842,842,0,0.0,0,0.0,"{""Aspect_Polarity"": 842}",0,0,,,,,
categorical/subtask_1/zho/finance/train,categorical/subtask_1/zho/zho_finance_train_task1_polarity.jsonl,1000,2633,2.633,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",0,0,,,,,
categorical/subtask_1/zho/laptop/dev,categorical/subtask_1/zho/zho_laptop_dev_task1_polarity.jsonl,261,431,1.6513409961685823,261,261,0,0.0,0,0.0,"{""Aspect_Polarity"": 261}",0,0,,,,,
categorical/subtask_1/zho/laptop/test,categorical/subtask_1/zho/zho_laptop_test_task1_polarity.jsonl,1500,2513,1.6753333333333333,1500,1500,0,0.0,0,0.0,"{""Aspect_Polarity"": 1500}",0,0,,,,,
categorical/subtask_1/zho/laptop/train,categorical/subtask_1/zho/zho_laptop_train_alltasks_polarity.jsonl,3490,6502,1.8630372492836675,3490,3490,0,0.0,0,0.0,"{""Quadruplet"": 3490}",0,0,,,,,
categorical/subtask_1/zho/restaurant/dev,categorical/subtask_1/zho/zho_restaurant_dev_task1_polarity.jsonl,225,416,1.8488888888888888,225,225,0,0.0,0,0.0,"{""Aspect_Polarity"": 225}",0,0,,,,,
categorical/subtask_1/zho/restaurant/test,categorical/subtask_1/zho/zho_restaurant_test_task1_polarity.jsonl,1000,1929,1.929,1000,1000,0,0.0,0,0.0,"{""Aspect_Polarity"": 1000}",0,0,,,,,
categorical/subtask_1/zho/restaurant/train,categorical/subtask_1/zho/zho_restaurant_train_alltasks_polarity.jsonl,6050,8523,1.4087603305785124,6050,6022,169,0.019828698814971256,0,0.0,"{""Quadruplet"": 6050}",0,0,,,,,
categorical/subtask_2/eng/laptop/dev,categorical/subtask_2/eng/eng_laptop_dev_task2_polarity.jsonl,200,317,1.585,200,200,0,0.0,0,0.0,"{""Triplet"": 200}",0,0,,,,,
categorical/subtask_2/eng/laptop/test,categorical/subtask_2/eng/eng_laptop_test_task2_polarity.jsonl,1000,1974,1.974,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",0,0,,,,,
categorical/subtask_2/eng/laptop/train,categorical/subtask_2/eng/eng_laptop_train_alltasks_polarity.jsonl,4076,5773,1.4163395485770363,4076,4052,1254,0.21721808418499913,1583,0.2742075177550667,"{""Quadruplet"": 4076}",0,0,,,,,
categorical/subtask_2/eng/restaurant/dev,categorical/subtask_2/eng/eng_restaurant_dev_task2_polarity.jsonl,200,408,2.04,200,200,0,0.0,0,0.0,"{""Triplet"": 200}",0,0,,,,,
categorical/subtask_2/eng/restaurant/test,categorical/subtask_2/eng/eng_restaurant_test_task2_polarity.jsonl,1000,2129,2.129,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",0,0,,,,,
categorical/subtask_2/eng/restaurant/train,categorical/subtask_2/eng/eng_restaurant_train_alltasks_polarity.jsonl,2284,3659,1.6020140105078808,2284,2276,880,0.2405028696365127,699,0.19103580213173,"{""Quadruplet"": 2284}",0,0,,,,,
categorical/subtask_2/jpn/hotel/dev,categorical/subtask_2/jpn/jpn_hotel_dev_task2_polarity.jsonl,200,364,1.82,200,199,51,0.1401098901098901,0,0.0,"{""Triplet"": 200}",0,0,,,,,
categorical/subtask_2/jpn/hotel/test,categorical/subtask_2/jpn/jpn_hotel_test_task2_polarity.jsonl,800,1443,1.80375,800,800,175,0.12127512127512127,0,0.0,"{""Triplet"": 800}",0,0,,,,,
categorical/subtask_2/jpn/hotel/train,categorical/subtask_2/jpn/jpn_hotel_train_alltasks_polarity.jsonl,1600,2846,1.77875,1600,1597,331,0.1163035839775123,0,0.0,"{""Quadruplet"": 1600}",0,0,,,,,
categorical/subtask_2/rus/restaurant/dev,categorical/subtask_2/rus/rus_restaurant_dev_task2_polarity.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Triplet"": 48}",0,0,,,,,
categorical/subtask_2/rus/restaurant/test,categorical/subtask_2/rus/rus_restaurant_test_task2_polarity.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Triplet"": 630}",0,0,,,,,
categorical/subtask_2/rus/restaurant/train,categorical/subtask_2/rus/rus_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_2/tat/restaurant/dev,categorical/subtask_2/tat/tat_restaurant_dev_task2_polarity.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Triplet"": 48}",0,0,,,,,
categorical/subtask_2/tat/restaurant/test,categorical/subtask_2/tat/tat_restaurant_test_task2_polarity.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Triplet"": 630}",0,0,,,,,
categorical/subtask_2/tat/restaurant/train,categorical/subtask_2/tat/tat_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_2/ukr/restaurant/dev,categorical/subtask_2/ukr/ukr_restaurant_dev_task2_polarity.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Triplet"": 48}",0,0,,,,,
categorical/subtask_2/ukr/restaurant/test,categorical/subtask_2/ukr/ukr_restaurant_test_task2_polarity.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Triplet"": 630}",0,0,,,,,
categorical/subtask_2/ukr/restaurant/train,categorical/subtask_2/ukr/ukr_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_2/zho/laptop/dev,categorical/subtask_2/zho/zho_laptop_dev_task2_polarity.jsonl,300,551,1.8366666666666667,300,300,0,0.0,0,0.0,"{""Triplet"": 300}",0,0,,,,,
categorical/subtask_2/zho/laptop/test,categorical/subtask_2/zho/zho_laptop_test_task2_polarity.jsonl,1000,1925,1.925,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",0,0,,,,,
categorical/subtask_2/zho/laptop/train,categorical/subtask_2/zho/zho_laptop_train_alltasks_polarity.jsonl,3490,6502,1.8630372492836675,3490,3490,0,0.0,0,0.0,"{""Quadruplet"": 3490}",0,0,,,,,
categorical/subtask_2/zho/restaurant/dev,categorical/subtask_2/zho/zho_restaurant_dev_task2_polarity.jsonl,300,761,2.5366666666666666,300,300,0,0.0,0,0.0,"{""Triplet"": 300}",0,0,,,,,
categorical/subtask_2/zho/restaurant/test,categorical/subtask_2/zho/zho_restaurant_test_task2_polarity.jsonl,1000,2861,2.861,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",0,0,,,,,
categorical/subtask_2/zho/restaurant/train,categorical/subtask_2/zho/zho_restaurant_train_alltasks_polarity.jsonl,6050,8523,1.4087603305785124,6050,6022,169,0.019828698814971256,0,0.0,"{""Quadruplet"": 6050}",0,0,,,,,
categorical/subtask_3/eng/laptop/dev,categorical/subtask_3/eng/eng_laptop_dev_task3_polarity.jsonl,200,317,1.585,200,200,0,0.0,0,0.0,"{""Quadruplet"": 200}",0,0,,,,,
categorical/subtask_3/eng/laptop/test,categorical/subtask_3/eng/eng_laptop_test_task3_polarity.jsonl,1000,1975,1.975,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",0,0,,,,,
categorical/subtask_3/eng/laptop/train,categorical/subtask_3/eng/eng_laptop_train_alltasks_polarity.jsonl,4076,5773,1.4163395485770363,4076,4052,1254,0.21721808418499913,1583,0.2742075177550667,"{""Quadruplet"": 4076}",0,0,,,,,
categorical/subtask_3/eng/restaurant/dev,categorical/subtask_3/eng/eng_restaurant_dev_task3_polarity.jsonl,200,408,2.04,200,200,0,0.0,0,0.0,"{""Quadruplet"": 200}",0,0,,,,,
categorical/subtask_3/eng/restaurant/test,categorical/subtask_3/eng/eng_restaurant_test_task3_polarity.jsonl,1000,2129,2.129,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",0,0,,,,,
categorical/subtask_3/eng/restaurant/train,categorical/subtask_3/eng/eng_restaurant_train_alltasks_polarity.jsonl,2284,3659,1.6020140105078808,2284,2276,880,0.2405028696365127,699,0.19103580213173,"{""Quadruplet"": 2284}",0,0,,,,,
categorical/subtask_3/jpn/hotel/dev,categorical/subtask_3/jpn/jpn_hotel_dev_task3_polarity.jsonl,200,364,1.82,200,199,51,0.1401098901098901,0,0.0,"{""Quadruplet"": 200}",0,0,,,,,
categorical/subtask_3/jpn/hotel/test,categorical/subtask_3/jpn/jpn_hotel_test_task3_polarity.jsonl,800,1443,1.80375,800,800,175,0.12127512127512127,0,0.0,"{""Quadruplet"": 800}",0,0,,,,,
categorical/subtask_3/jpn/hotel/train,categorical/subtask_3/jpn/jpn_hotel_train_alltasks_polarity.jsonl,1600,2846,1.77875,1600,1597,331,0.1163035839775123,0,0.0,"{""Quadruplet"": 1600}",0,0,,,,,
categorical/subtask_3/rus/hotel/test,categorical/subtask_3/rus/rus_hotel_test_task3_polarity.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Quadruplet"": 630}",0,0,,,,,
categorical/subtask_3/rus/restaurant/dev,categorical/subtask_3/rus/rus_restaurant_dev_task3_polarity.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Quadruplet"": 48}",0,0,,,,,
categorical/subtask_3/rus/restaurant/train,categorical/subtask_3/rus/rus_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_3/tat/restaurant/dev,categorical/subtask_3/tat/tat_restaurant_dev_task3_polarity.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Quadruplet"": 48}",0,0,,,,,
categorical/subtask_3/tat/restaurant/test,categorical/subtask_3/tat/tat_restaurant_test_task3_polarity.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Quadruplet"": 630}",0,0,,,,,
categorical/subtask_3/tat/restaurant/train,categorical/subtask_3/tat/tat_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_3/ukr/restaurant/dev,categorical/subtask_3/ukr/ukr_restaurant_dev_task3_polarity.jsonl,48,102,2.125,48,48,0,0.0,0,0.0,"{""Quadruplet"": 48}",0,0,,,,,
categorical/subtask_3/ukr/restaurant/test,categorical/subtask_3/ukr/ukr_restaurant_test_task3_polarity.jsonl,630,1310,2.0793650793650795,630,630,0,0.0,0,0.0,"{""Quadruplet"": 630}",0,0,,,,,
categorical/subtask_3/ukr/restaurant/train,categorical/subtask_3/ukr/ukr_restaurant_train_alltasks_polarity.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",0,0,,,,,
categorical/subtask_3/zho/laptop/dev,categorical/subtask_3/zho/zho_laptop_dev_task3_polarity.jsonl,300,551,1.8366666666666667,300,300,0,0.0,0,0.0,"{""Quadruplet"": 300}",0,0,,,,,
categorical/subtask_3/zho/laptop/test,categorical/subtask_3/zho/zho_laptop_test_task3_polarity.jsonl,1000,1925,1.925,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",0,0,,,,,
categorical/subtask_3/zho/laptop/train,categorical/subtask_3/zho/zho_laptop_train_alltasks_polarity.jsonl,3490,6502,1.8630372492836675,3490,3490,0,0.0,0,0.0,"{""Quadruplet"": 3490}",0,0,,,,,
categorical/subtask_3/zho/restaurant/dev,categorical/subtask_3/zho/zho_restaurant_dev_task3_polarity.jsonl,300,761,2.5366666666666666,300,300,0,0.0,0,0.0,"{""Quadruplet"": 300}",0,0,,,,,
categorical/subtask_3/zho/restaurant/test,categorical/subtask_3/zho/zho_restaurant_test_task3_polarity.jsonl,1000,2861,2.861,1000,1000,0,0.0,0,0.0,"{""Quadruplet"": 1000}",0,0,,,,,
categorical/subtask_3/zho/restaurant/train,categorical/subtask_3/zho/zho_restaurant_train_alltasks_polarity.jsonl,6050,8523,1.4087603305785124,6050,6022,169,0.019828698814971256,0,0.0,"{""Quadruplet"": 6050}",0,0,,,,,
dimensional/subtask_1/eng/laptop/dev,subtask_1/eng/eng_laptop_dev_task1.jsonl,200,275,1.375,200,200,0,0.0,0,0.0,"{""Aspect_VA"": 200}",275,0,6.7041818181818185,1.6703453000764852,7.040690909090909,0.8555172145917403,0.46070728448224574
dimensional/subtask_1/eng/laptop/test,subtask_1/eng/eng_laptop_test_task1.jsonl,1000,1421,1.421,1000,1000,0,0.0,0,0.0,"{""Aspect_VA"": 1000}",1421,0,5.779619985925405,2.0094526083529134,6.823940886699507,0.7904079826602964,0.38952774612822644
dimensional/subtask_1/eng/laptop/train,subtask_1/eng/eng_laptop_train_alltasks.jsonl,4076,5773,1.4163395485770363,4076,4052,1254,0.21721808418499913,1583,0.2742075177550667,"{""Quadruplet"": 4076}",5773,0,5.936842196431664,1.7630108125325537,6.667969859691668,1.0318311179030855,0.5983526509913485
dimensional/subtask_1/eng/restaurant/dev,subtask_1/eng/eng_restaurant_dev_task1.jsonl,200,340,1.7,200,199,0,0.0,0,0.0,"{""Aspect_VA"": 200}",340,0,6.581294117647058,1.6266389296990456,6.931294117647059,0.8294328866730627,0.546347928533879
dimensional/subtask_1/eng/restaurant/test,subtask_1/eng/eng_restaurant_test_task1.jsonl,1000,1504,1.504,1000,1000,0,0.0,0,0.0,"{""Aspect_VA"": 1000}",1504,0,6.248962765957447,2.0366643276986047,7.053071808510638,0.7970909576977635,0.4146077389613549
dimensional/subtask_1/eng/restaurant/train,subtask_1/eng/eng_restaurant_train_alltasks.jsonl,2284,3659,1.6020140105078808,2284,2276,880,0.2405028696365127,699,0.19103580213173,"{""Quadruplet"": 2284}",3659,0,6.219874282590872,1.8297495667311188,6.843509155506969,1.13352484974102,0.5505983494293442
dimensional/subtask_1/jpn/finance/dev,subtask_1/jpn/jpn_finance_dev_task1.jsonl,200,319,1.595,200,200,0,0.0,0,0.0,"{""Aspect_VA"": 200}",319,0,5.186394984326019,1.4170590258908962,5.547084639498433,0.5706208155099222,0.14917104543069518
dimensional/subtask_1/jpn/finance/test,subtask_1/jpn/jpn_finance_test_task1.jsonl,800,1302,1.6275,800,800,0,0.0,0,0.0,"{""Aspect_VA"": 800}",1302,0,5.2680030721966205,1.273789961630256,5.541006144393242,0.5535438002773888,0.11732137610887082
dimensional/subtask_1/jpn/finance/train,subtask_1/jpn/jpn_finance_train_task1.jsonl,1024,1672,1.6328125,1024,1024,0,0.0,0,0.0,"{""Aspect_VA"": 1024}",1672,0,5.192386363636364,1.2646416598217194,5.383941387559809,0.536884802190335,-0.05132826902997932
dimensional/subtask_1/jpn/hotel/dev,subtask_1/jpn/jpn_hotel_dev_task1.jsonl,200,284,1.42,200,200,0,0.0,0,0.0,"{""Aspect_VA"": 200}",284,0,6.1061619718309865,1.6152936729342637,6.424859154929578,0.8214773156713862,0.38713849541231016
dimensional/subtask_1/jpn/hotel/test,subtask_1/jpn/jpn_hotel_test_task1.jsonl,800,1092,1.365,800,798,0,0.0,0,0.0,"{""Aspect_VA"": 800}",1092,0,5.984880952380952,1.4301489729146273,6.355521978021978,0.5648775374369646,0.4911216030513203
dimensional/subtask_1/jpn/hotel/train,subtask_1/jpn/jpn_hotel_train_alltasks.jsonl,1600,2846,1.77875,1600,1597,331,0.1163035839775123,0,0.0,"{""Quadruplet"": 1600}",2846,0,6.322104708362614,1.1996508470729979,6.392189037245256,0.5648110718080435,0.4830400909902721
dimensional/subtask_1/rus/restaurant/dev,subtask_1/rus/rus_restaurant_dev_task1.jsonl,56,81,1.4464285714285714,56,56,0,0.0,0,0.0,"{""Aspect_VA"": 56}",81,0,6.5633333333333335,1.652919601758217,6.232098765432099,1.0301237083199863,0.3843523033889663
dimensional/subtask_1/rus/restaurant/test,subtask_1/rus/rus_restaurant_test_task1.jsonl,1072,1637,1.5270522388059702,1072,1072,0,0.0,0,0.0,"{""Aspect_VA"": 1072}",1637,0,6.346353084911423,1.9494622675263067,6.314190592547343,1.141788791676678,0.11442223808676238
dimensional/subtask_1/rus/restaurant/train,subtask_1/rus/rus_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_1/tat/restaurant/dev,subtask_1/tat/tat_restaurant_dev_task1.jsonl,56,81,1.4464285714285714,56,56,0,0.0,0,0.0,"{""Aspect_VA"": 56}",81,0,6.5633333333333335,1.652919601758217,6.232098765432099,1.0301237083199863,0.3843523033889663
dimensional/subtask_1/tat/restaurant/test,subtask_1/tat/tat_restaurant_test_task1.jsonl,1072,1637,1.5270522388059702,1072,1072,0,0.0,0,0.0,"{""Aspect_VA"": 1072}",1637,0,6.346353084911423,1.9494622675263067,6.314190592547343,1.141788791676678,0.11442223808676238
dimensional/subtask_1/tat/restaurant/train,subtask_1/tat/tat_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_1/ukr/restaurant/dev,subtask_1/ukr/ukr_restaurant_dev_task1.jsonl,56,81,1.4464285714285714,56,56,0,0.0,0,0.0,"{""Aspect_VA"": 56}",81,0,6.5633333333333335,1.652919601758217,6.232098765432099,1.0301237083199863,0.3843523033889663
dimensional/subtask_1/ukr/restaurant/test,subtask_1/ukr/ukr_restaurant_test_task1.jsonl,1072,1637,1.5270522388059702,1072,1072,0,0.0,0,0.0,"{""Aspect_VA"": 1072}",1637,0,6.346353084911423,1.9494622675263067,6.314190592547343,1.141788791676678,0.11442223808676238
dimensional/subtask_1/ukr/restaurant/train,subtask_1/ukr/ukr_restaurant_train_alltasks.jsonl,1240,2487,2.0056451612903228,1240,1240,0,0.0,0,0.0,"{""Quadruplet"": 1240}",2486,1,6.579839098954143,1.7999324577968374,6.861934835076428,1.0068145911011104,0.30652033213227164
dimensional/subtask_1/zho/finance/dev,subtask_1/zho/zho_finance_dev_task1.jsonl,200,563,2.815,200,200,0,0.0,0,0.0,"{""Aspect_VA"": 200}",563,0,5.550390763765542,0.6857422810926145,5.320550621669627,0.4014797878897305,0.2678629263288769
dimensional/subtask_1/zho/finance/test,subtask_1/zho/zho_finance_test_task1.jsonl,842,2354,2.795724465558195,842,842,0,0.0,0,0.0,"{""Aspect_VA"": 842}",2354,0,5.624035683942226,0.7771845526019684,5.41250637213254,0.39548879901498074,0.368816790035262
dimensional/subtask_1/zho/finance/train,subtask_1/zho/zho_finance_train_task1.jsonl,1000,2633,2.633,1000,1000,0,0.0,0,0.0,"{""Aspect_VA"": 1000}",2633,0,5.606619825294341,0.6788142620009583,5.3633877706038735,0.4077688316753927,0.33096020389109404
dimensional/subtask_1/zho/laptop/dev,subtask_1/zho/zho_laptop_dev_task1.jsonl,300,558,1.86,300,300,0,0.0,0,0.0,"{""Aspect_VA"": 300}",558,0,5.749587813620072,1.1738235208324024,5.659695340501792,0.6753067114240892,0.46094168895737353
dimensional/subtask_1/zho/laptop/test,subtask_1/zho/zho_laptop_test_task1.jsonl,1000,1673,1.673,1000,1000,0,0.0,0,0.0,"{""Aspect_VA"": 1000}",1673,0,5.728045427375972,1.1385259365326348,5.626078900179318,0.6680459580174233,0.4252929312072385
dimensional/subtask_1/zho/laptop/train,subtask_1/zho/zho_laptop_train_alltasks.jsonl,3490,6502,1.8630372492836675,3490,3490,0,0.0,0,0.0,"{""Quadruplet"": 3490}",6502,0,5.720747462319287,1.1437499484283515,5.622931405721317,0.6671032296969669,0.40244693848836777
dimensional/subtask_1/zho/restaurant/dev,subtask_1/zho/zho_restaurant_dev_task1.jsonl,300,685,2.283333333333333,300,300,0,0.0,0,0.0,"{""Aspect_VA"": 300}",685,0,6.045766423357665,1.0778365209436487,5.7816350364963505,0.664083550234571,0.5875877868759005
dimensional/subtask_1/zho/restaurant/test,subtask_1/zho/zho_restaurant_test_task1.jsonl,1000,1929,1.929,1000,1000,0,0.0,0,0.0,"{""Aspect_VA"": 1000}",1929,0,5.874100570243649,1.140169847307798,5.830544323483671,0.9326405065141946,0.8571223309106761
dimensional/subtask_1/zho/restaurant/train,subtask_1/zho/zho_restaurant_train_alltasks.jsonl,6050,8523,1.4087603305785124,6050,6022,169,0.019828698814971256,0,0.0,"{""Quadruplet"": 6050}",8523,0,5.813731080605421,0.992062109379946,5.757157104305995,0.6475782208432016,0.6072759967165933
dimensional/subtask_2/eng/laptop/dev,subtask_2/eng/eng_laptop_dev_task2.jsonl,200,317,1.585,200,200,0,0.0,0,0.0,"{""Triplet"": 200}",317,0,6.542050473186119,1.7293035442747178,6.9797476340694,0.8274166017438891,0.5014633152870082
dimensional/subtask_2/eng/laptop/test,subtask_2/eng/eng_laptop_test_task2.jsonl,1000,1974,1.974,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",1974,0,6.187953394123607,1.9087081320595358,6.895856129685917,0.8322362494168224,0.385797626336939
dimensional/subtask_2/eng/laptop/train,subtask_2/eng/eng_laptop_train_alltasks.jsonl,4076,5773,1.4163395485770363,4076,4052,1254,0.21721808418499913,1583,0.2742075177550667,"{""Quadruplet"": 4076}",5773,0,5.936842196431664,1.7630108125325537,6.667969859691668,1.0318311179030855,0.5983526509913485
dimensional/subtask_2/eng/restaurant/dev,subtask_2/eng/eng_restaurant_dev_task2.jsonl,200,408,2.04,200,200,0,0.0,0,0.0,"{""Triplet"": 200}",408,0,6.689436274509804,1.439536086035319,6.829460784313726,0.9220473295194205,0.6945874820539394
dimensional/subtask_2/eng/restaurant/test,subtask_2/eng/eng_restaurant_test_task2.jsonl,1000,2129,2.129,1000,1000,0,0.0,0,0.0,"{""Triplet"": 1000}",2129,0,6.220840770314702,1.8805860637513332,6.894030061061531,0.8584286118113551,0.39954304715892547
