subtask,language,domain,split,polarity,matched_annotations,skipped_invalid_va,valence_mean,valence_std,arousal_mean,arousal_std
1,jpn,hotel,test,NEU,25,0,5.052,0.3478620416199502,5.5855999999999995,0.5457404511303885
1,jpn,hotel,test,POS,814,0,6.76460687960688,0.43614801519278085,6.486326781326781,0.5223090825697453
1,jpn,hotel,train,NEG,380,0,3.519052631578947,0.5079128057871237,5.9724473684210535,0.5308355478006953
1,jpn,hotel,train,NEU,26,0,5.072307692307692,0.3024681508002466,5.343461538461539,0.43780872454753667
1,jpn,hotel,train,POS,2432,0,6.771883223684211,0.4416087957327789,6.468832236842106,0.5307332949873735
1,rus,restaurant,dev,NEG,12,0,3.016666666666667,0.4488008714588489,6.1000000000000005,0.9983569835818582
1,rus,restaurant,dev,NEU,4,0,5.0425,0.17282577932704365,3.8125,1.1246860673094514
1,rus,restaurant,dev,POS,65,0,7.311692307692308,0.5839719941408392,6.405384615384616,0.8166932894263812
1,rus,restaurant,test,NEG,303,0,2.6363366336633662,0.7636862004451723,6.72920792079208,1.025814350738712
1,rus,restaurant,test,NEU,83,0,5.0196385542168676,0.25327467723408553,3.091686746987952,0.8310449501088771
1,rus,restaurant,test,POS,1249,0,7.336301040832667,0.6263638830728765,6.428558847077663,0.8135931857121602
1,rus,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
1,rus,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
1,rus,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
1,tat,restaurant,dev,NEG,12,0,3.016666666666667,0.4488008714588489,6.1000000000000005,0.9983569835818582
1,tat,restaurant,dev,NEU,4,0,5.0425,0.17282577932704365,3.8125,1.1246860673094514
1,tat,restaurant,dev,POS,65,0,7.311692307692308,0.5839719941408392,6.405384615384616,0.8166932894263812
1,tat,restaurant,test,NEG,304,0,2.639177631578947,0.7640312373227399,6.72516447368421,1.0265415105822109
1,tat,restaurant,test,NEU,83,0,5.0196385542168676,0.25327467723408553,3.091686746987952,0.8310449501088771
1,tat,restaurant,test,POS,1250,0,7.336032,0.6261854796911216,6.428216,0.8133579392518401
1,tat,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
1,tat,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
1,tat,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
1,ukr,restaurant,dev,NEG,12,0,3.016666666666667,0.4488008714588489,6.1000000000000005,0.9983569835818582
1,ukr,restaurant,dev,NEU,4,0,5.0425,0.17282577932704365,3.8125,1.1246860673094514
1,ukr,restaurant,dev,POS,65,0,7.311692307692308,0.5839719941408392,6.405384615384616,0.8166932894263812
1,ukr,restaurant,test,NEG,304,0,2.639177631578947,0.7640312373227399,6.72516447368421,1.0265415105822109
1,ukr,restaurant,test,NEU,83,0,5.0196385542168676,0.25327467723408553,3.091686746987952,0.8310449501088771
1,ukr,restaurant,test,POS,1250,0,7.336032,0.6261854796911216,6.428216,0.8133579392518401
1,ukr,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
1,ukr,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
1,ukr,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
1,zho,finance,dev,NEG,63,0,4.056666666666667,0.2289243307434778,5.301428571428572,0.4813996034806141
1,zho,finance,dev,NEU,161,0,5.242732919254658,0.3097704771982828,5.166149068322981,0.34767562184755246
1,zho,finance,dev,POS,339,0,5.97410029498525,0.2941394156528855,5.397433628318584,0.3871888978844143
1,zho,finance,test,NEG,317,0,4.039810725552051,0.2883838828015982,5.316498422712933,0.4107837137244301
1,zho,finance,test,NEU,449,0,5.1726726057906465,0.34169299728604835,5.171046770601337,0.2858169552147575
1,zho,finance,test,POS,1588,0,6.067903022670025,0.30022191316510505,5.4999433249370275,0.3861429230083708
1,zho,finance,train,NEG,261,0,4.040651340996169,0.26417071335259873,5.342873563218391,0.4170336077473274
1,zho,finance,train,NEU,686,0,5.249373177842566,0.3023644202985796,5.161078717201166,0.25962577281263605
1,zho,finance,train,POS,1686,0,5.994395017793594,0.2994781274559549,5.4488790035587185,0.4257858419729687
1,zho,laptop,dev,NEG,94,0,3.8097872340425534,0.36919976350066264,5.4234042553191495,0.5680398420089491
1,zho,laptop,dev,NEU,30,0,4.984666666666667,0.30203458227310476,5.207,0.4886522280722764
1,zho,laptop,dev,POS,307,0,6.435798045602605,0.4594029529954461,5.792736156351791,0.6757457013271334
1,zho,laptop,test,NEG,347,0,3.840345821325648,0.3783574332115075,5.411181556195966,0.6065559589209205
1,zho,laptop,test,NEU,169,0,5.007633136094674,0.29607944374526934,5.198579881656804,0.4780956996844782
1,zho,laptop,test,POS,1157,0,6.399420916162489,0.47258178698287207,5.752973206568712,0.6670415936161739
1,zho,laptop,train,NEG,1374,0,3.8084861717612806,0.397684392098222,5.41283114992722,0.6133561282392187
1,zho,laptop,train,NEU,564,0,5.027092198581561,0.34399775070824135,5.1812588652482265,0.4413040921893989
1,zho,laptop,train,POS,4564,0,6.382156003505696,0.45124425918487415,5.740762489044697,0.6673783762889416
1,zho,restaurant,dev,NEG,73,0,3.935479452054795,0.32442590430790375,5.263013698630137,0.5767022092627285
1,zho,restaurant,dev,NEU,33,0,4.930606060606061,0.25922891947184784,5.158181818181818,0.3820792758090326
1,zho,restaurant,dev,POS,310,0,6.574258064516129,0.3944836533464273,5.947967741935484,0.621846936040247
1,zho,restaurant,test,NEG,345,0,3.9063768115942032,0.37148027826986624,4.588289855072464,0.6574233652688565
1,zho,restaurant,test,NEU,226,0,5.010442477876106,0.3460251906031022,5.089380530973451,0.43653864426822636
1,zho,restaurant,test,POS,1358,0,6.517731958762886,0.5191805699719216,6.269484536082474,0.6464511932043514
1,zho,restaurant,train,NEG,1166,0,3.8834648370497424,0.432350472926053,5.372075471698113,0.595938351824564
1,zho,restaurant,train,NEU,1151,0,4.939192006950478,0.3558994534922174,5.083509991311902,0.32363409371707563
1,zho,restaurant,train,POS,6178,0,6.339614762058918,0.4182565060792023,5.9558886370993855,0.5823555347225622
2,eng,laptop,dev,NEG,53,0,3.0841509433962266,0.6293075978309727,6.586415094339622,0.7728166917306095
2,eng,laptop,dev,NEU,11,0,5.132727272727273,0.34900093537490984,5.5,0.3839270764090493
2,eng,laptop,dev,POS,253,0,7.3277075098814235,0.6710191362755235,7.126482213438735,0.7596945744979247
2,eng,laptop,test,NEG,460,0,3.0207608695652173,0.7099645332471257,6.572043478260869,0.9660599935579152
2,eng,laptop,test,NEU,62,0,4.9843548387096765,0.35406679234902677,5.5045161290322575,0.6493437814548222
2,eng,laptop,test,POS,1452,0,7.242727272727273,0.6599680683485144,7.0578512396694215,0.697012858940756
2,eng,laptop,train,NEG,1450,0,3.3782620689655167,0.7002385900848334,6.114655172413793,0.9533400007111863
2,eng,laptop,train,NEU,755,0,4.9310463576158945,0.31285244681816143,5.183774834437086,0.3617850185284005
2,eng,laptop,train,POS,3539,0,7.191404351511727,0.6014800715357446,7.208301780163888,0.665010286734985
2,eng,restaurant,dev,NEG,43,0,3.2365116279069763,0.79739658867607,5.723488372093023,1.116214290756057
2,eng,restaurant,dev,NEU,20,0,5.104,0.27388683794589325,5.269,0.38544649434130285
2,eng,restaurant,dev,POS,345,0,7.211710144927536,0.680129763864354,7.057768115942029,0.7041145769930711
2,eng,restaurant,test,NEG,452,0,2.9368805309734514,0.7866531850280416,6.507234513274336,1.0118316029810173
2,eng,restaurant,test,NEU,99,0,5.106262626262626,0.3260401718403866,5.377878787878788,0.5441744237737013
2,eng,restaurant,test,POS,1578,0,7.2314195183776935,0.6319052107400902,7.0999429657794675,0.6729800998131837
2,eng,restaurant,train,NEG,685,0,3.0844671532846717,0.8403547482674754,6.3178978102189784,1.206831873973753
2,eng,restaurant,train,NEU,527,0,4.996394686907021,0.27143916782836186,5.130853889943074,0.3507928556972163
2,eng,restaurant,train,POS,2439,0,7.361861418614187,0.6444857242591796,7.360377203772037,0.7150949764380886
2,jpn,hotel,dev,NEG,39,0,3.4012820512820516,0.7232943844666018,6.006153846153846,0.8568505700577459
2,jpn,hotel,dev,NEU,4,0,5.1875,0.409839907768875,5.4925,0.42973102052330364
2,jpn,hotel,dev,POS,318,0,6.687389937106919,0.5538264084678052,6.339654088050314,0.6703712994207475
2,jpn,hotel,test,NEG,192,0,3.4795833333333337,0.3713514638751573,6.098177083333333,0.4675816661021114
2,jpn,hotel,test,NEU,10,0,5.071,0.3186675383530616,5.567,0.7912275273270009
2,jpn,hotel,test,POS,1241,0,6.892377115229654,0.4559149159263378,6.543279613215149,0.5620950163385174
2,jpn,hotel,train,NEG,380,0,3.519052631578947,0.5079128057871237,5.9724473684210535,0.5308355478006953
2,jpn,hotel,train,NEU,26,0,5.072307692307692,0.3024681508002466,5.343461538461539,0.43780872454753667
2,jpn,hotel,train,POS,2432,0,6.771883223684211,0.4416087957327789,6.468832236842106,0.5307332949873735
2,rus,restaurant,dev,NEG,12,0,2.9025,0.783029639711465,6.4725,0.9049689221183234
2,rus,restaurant,dev,NEU,3,0,4.863333333333333,0.21929178937864702,3.0566666666666666,0.6706381703687582
2,rus,restaurant,dev,POS,87,0,7.317356321839081,0.6262357159132028,6.370689655172414,0.8116193449871388
2,rus,restaurant,test,NEG,318,0,3.0440880503144654,0.47493688933469436,5.919654088050315,0.670284511894616
2,rus,restaurant,test,NEU,36,0,4.887777777777778,0.21804830136553477,4.101388888888889,0.39612114293047174
2,rus,restaurant,test,POS,950,0,6.841442105263158,0.5171945824560459,6.2121157894736845,0.7340777581522617
2,rus,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
2,rus,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
2,rus,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
2,tat,restaurant,dev,NEG,12,0,2.9025,0.783029639711465,6.4725,0.9049689221183234
2,tat,restaurant,dev,NEU,3,0,4.863333333333333,0.21929178937864702,3.0566666666666666,0.6706381703687582
2,tat,restaurant,dev,POS,87,0,7.317356321839081,0.6262357159132028,6.370689655172414,0.8116193449871388
2,tat,restaurant,test,NEG,318,0,3.0440880503144654,0.47493688933469436,5.919654088050315,0.670284511894616
2,tat,restaurant,test,NEU,36,0,4.887777777777778,0.21804830136553477,4.101388888888889,0.39612114293047174
2,tat,restaurant,test,POS,956,0,6.8420188284518835,0.5174620270476707,6.213054393305439,0.7338349155183589
2,tat,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
2,tat,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
2,tat,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
2,ukr,restaurant,dev,NEG,12,0,2.9025,0.783029639711465,6.4725,0.9049689221183234
2,ukr,restaurant,dev,NEU,3,0,4.863333333333333,0.21929178937864702,3.0566666666666666,0.6706381703687582
2,ukr,restaurant,dev,POS,87,0,7.317356321839081,0.6262357159132028,6.370689655172414,0.8116193449871388
2,ukr,restaurant,test,NEG,318,0,3.0440880503144654,0.47493688933469436,5.919654088050315,0.670284511894616
2,ukr,restaurant,test,NEU,36,0,4.887777777777778,0.21804830136553477,4.101388888888889,0.39612114293047174
2,ukr,restaurant,test,POS,956,0,6.8420188284518835,0.5174620270476707,6.213054393305439,0.7338349155183589
2,ukr,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
2,ukr,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
2,ukr,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
2,zho,laptop,dev,NEG,113,0,3.784513274336283,0.3991827739168282,5.423893805309734,0.5606719003776899
2,zho,laptop,dev,NEU,36,0,5.054722222222222,0.3157573445183563,5.181388888888889,0.3767194120722992
2,zho,laptop,dev,POS,402,0,6.447985074626866,0.4634530463222703,5.796094527363184,0.6909366495932494
2,zho,laptop,test,NEG,388,0,3.796237113402062,0.41302413182277403,5.36930412371134,0.5927419948487046
2,zho,laptop,test,NEU,138,0,5.040652173913044,0.35619203117838594,5.181376811594203,0.4127131720224696
2,zho,laptop,test,POS,1399,0,6.4281200857755545,0.4525361428234618,5.776340243030736,0.6817515504832826
2,zho,laptop,train,NEG,1374,0,3.8084861717612806,0.397684392098222,5.41283114992722,0.6133561282392187
2,zho,laptop,train,NEU,564,0,5.027092198581561,0.34399775070824135,5.1812588652482265,0.4413040921893989
2,zho,laptop,train,POS,4564,0,6.382156003505696,0.45124425918487415,5.740762489044697,0.6673783762889416
2,zho,restaurant,dev,NEG,134,0,3.888283582089552,0.42793067879021623,5.257089552238806,0.6007567673134726
2,zho,restaurant,dev,NEU,51,0,4.8060784313725495,0.2906590107242273,5.1021568627450975,0.31815838776905553
2,zho,restaurant,dev,POS,576,0,6.6116319444444445,0.41352453988930765,5.978090277777778,0.6059956501172545
2,zho,restaurant,test,NEG,353,0,3.9564305949008496,0.3465037947033751,4.717762039660056,0.617995782807222
2,zho,restaurant,test,NEU,373,0,5.048739946380697,0.3481529500205908,5.102117962466488,0.38769694228962887
2,zho,restaurant,test,POS,2135,0,6.401475409836065,0.49653735550717554,6.039133489461358,0.6626632438021732
2,zho,restaurant,train,NEG,1166,0,3.8834648370497424,0.432350472926053,5.372075471698113,0.595938351824564
2,zho,restaurant,train,NEU,1151,0,4.939192006950478,0.3558994534922174,5.083509991311902,0.32363409371707563
2,zho,restaurant,train,POS,6178,0,6.339614762058918,0.4182565060792023,5.9558886370993855,0.5823555347225622
3,eng,laptop,dev,NEG,53,0,3.0841509433962266,0.6293075978309727,6.586415094339622,0.7728166917306095
3,eng,laptop,dev,NEU,11,0,5.132727272727273,0.34900093537490984,5.5,0.3839270764090493
3,eng,laptop,dev,POS,253,0,7.3277075098814235,0.6710191362755235,7.126482213438735,0.7596945744979247
3,eng,laptop,test,NEG,460,0,3.0207608695652173,0.7099645332471257,6.572043478260869,0.9660599935579152
3,eng,laptop,test,NEU,62,0,4.9843548387096765,0.35406679234902677,5.5045161290322575,0.6493437814548222
3,eng,laptop,test,POS,1453,0,7.242560220233999,0.659771632465883,7.057811424638679,0.6967746163733758
3,eng,laptop,train,NEG,1450,0,3.3782620689655167,0.7002385900848334,6.114655172413793,0.9533400007111863
3,eng,laptop,train,NEU,755,0,4.9310463576158945,0.31285244681816143,5.183774834437086,0.3617850185284005
3,eng,laptop,train,POS,3539,0,7.191404351511727,0.6014800715357446,7.208301780163888,0.665010286734985
3,eng,restaurant,dev,NEG,43,0,3.2365116279069763,0.79739658867607,5.723488372093023,1.116214290756057
3,eng,restaurant,dev,NEU,20,0,5.104,0.27388683794589325,5.269,0.38544649434130285
3,eng,restaurant,dev,POS,345,0,7.211710144927536,0.680129763864354,7.057768115942029,0.7041145769930711
3,eng,restaurant,test,NEG,452,0,2.9368805309734514,0.7866531850280416,6.507234513274336,1.0118316029810173
3,eng,restaurant,test,NEU,99,0,5.106262626262626,0.3260401718403866,5.377878787878788,0.5441744237737013
3,eng,restaurant,test,POS,1578,0,7.2314195183776935,0.6319052107400902,7.0999429657794675,0.6729800998131837
3,eng,restaurant,train,NEG,685,0,3.0844671532846717,0.8403547482674754,6.3178978102189784,1.206831873973753
3,eng,restaurant,train,NEU,527,0,4.996394686907021,0.27143916782836186,5.130853889943074,0.3507928556972163
3,eng,restaurant,train,POS,2439,0,7.361861418614187,0.6444857242591796,7.360377203772037,0.7150949764380886
3,jpn,hotel,dev,NEG,39,0,3.4012820512820516,0.7232943844666018,6.006153846153846,0.8568505700577459
3,jpn,hotel,dev,NEU,4,0,5.1875,0.409839907768875,5.4925,0.42973102052330364
3,jpn,hotel,dev,POS,318,0,6.687389937106919,0.5538264084678052,6.339654088050314,0.6703712994207475
3,jpn,hotel,test,NEG,192,0,3.4795833333333337,0.3713514638751573,6.098177083333333,0.4675816661021114
3,jpn,hotel,test,NEU,10,0,5.071,0.3186675383530616,5.567,0.7912275273270009
3,jpn,hotel,test,POS,1241,0,6.892377115229654,0.4559149159263378,6.543279613215149,0.5620950163385174
3,jpn,hotel,train,NEG,380,0,3.519052631578947,0.5079128057871237,5.9724473684210535,0.5308355478006953
3,jpn,hotel,train,NEU,26,0,5.072307692307692,0.3024681508002466,5.343461538461539,0.43780872454753667
3,jpn,hotel,train,POS,2432,0,6.771883223684211,0.4416087957327789,6.468832236842106,0.5307332949873735
3,rus,restaurant,dev,NEG,12,0,2.9025,0.783029639711465,6.4725,0.9049689221183234
3,rus,restaurant,dev,NEU,3,0,4.863333333333333,0.21929178937864702,3.0566666666666666,0.6706381703687582
3,rus,restaurant,dev,POS,87,0,7.317356321839081,0.6262357159132028,6.370689655172414,0.8116193449871388
3,rus,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
3,rus,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
3,rus,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
3,tat,restaurant,dev,NEG,12,0,2.9025,0.783029639711465,6.4725,0.9049689221183234
3,tat,restaurant,dev,NEU,3,0,4.863333333333333,0.21929178937864702,3.0566666666666666,0.6706381703687582
3,tat,restaurant,dev,POS,87,0,7.317356321839081,0.6262357159132028,6.370689655172414,0.8116193449871388
3,tat,restaurant,test,NEG,318,0,3.0440880503144654,0.47493688933469436,5.919654088050315,0.670284511894616
3,tat,restaurant,test,NEU,36,0,4.887777777777778,0.21804830136553477,4.101388888888889,0.39612114293047174
3,tat,restaurant,test,POS,956,0,6.8420188284518835,0.5174620270476707,6.213054393305439,0.7338349155183589
3,tat,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
3,tat,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
3,tat,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
3,ukr,restaurant,dev,NEG,12,0,2.9025,0.783029639711465,6.4725,0.9049689221183234
3,ukr,restaurant,dev,NEU,3,0,4.863333333333333,0.21929178937864702,3.0566666666666666,0.6706381703687582
3,ukr,restaurant,dev,POS,87,0,7.317356321839081,0.6262357159132028,6.370689655172414,0.8116193449871388
3,ukr,restaurant,test,NEG,318,0,3.0440880503144654,0.47493688933469436,5.919654088050315,0.670284511894616
3,ukr,restaurant,test,NEU,36,0,4.887777777777778,0.21804830136553477,4.101388888888889,0.39612114293047174
3,ukr,restaurant,test,POS,956,0,6.8420188284518835,0.5174620270476707,6.213054393305439,0.7338349155183589
3,ukr,restaurant,train,NEG,371,1,2.714959568733154,0.6899343192957805,6.913261455525607,0.8480530320198715
3,ukr,restaurant,train,NEU,109,1,4.971284403669725,0.22604335427885336,3.7440366972477066,0.4844709954603091
3,ukr,restaurant,train,POS,2006,1,7.382033898305085,0.6143858242378192,7.021859421734796,0.7457723867374043
3,zho,laptop,dev,NEG,113,0,3.784513274336283,0.3991827739168282,5.423893805309734,0.5606719003776899
3,zho,laptop,dev,NEU,36,0,5.054722222222222,0.3157573445183563,5.181388888888889,0.3767194120722992
3,zho,laptop,dev,POS,402,0,6.447985074626866,0.4634530463222703,5.796094527363184,0.6909366495932494
3,zho,laptop,test,NEG,388,0,3.796237113402062,0.41302413182277403,5.36930412371134,0.5927419948487046
3,zho,laptop,test,NEU,138,0,5.040652173913044,0.35619203117838594,5.181376811594203,0.4127131720224696
3,zho,laptop,test,POS,1399,0,6.4281200857755545,0.4525361428234618,5.776340243030736,0.6817515504832826
3,zho,laptop,train,NEG,1374,0,3.8084861717612806,0.397684392098222,5.41283114992722,0.6133561282392187
3,zho,laptop,train,NEU,564,0,5.027092198581561,0.34399775070824135,5.1812588652482265,0.4413040921893989
3,zho,laptop,train,POS,4564,0,6.382156003505696,0.45124425918487415,5.740762489044697,0.6673783762889416
3,zho,restaurant,dev,NEG,134,0,3.888283582089552,0.42793067879021623,5.257089552238806,0.6007567673134726
3,zho,restaurant,dev,NEU,51,0,4.8060784313725495,0.2906590107242273,5.1021568627450975,0.31815838776905553
3,zho,restaurant,dev,POS,576,0,6.6116319444444445,0.41352453988930765,5.978090277777778,0.6059956501172545
3,zho,restaurant,test,NEG,353,0,3.9564305949008496,0.3465037947033751,4.717762039660056,0.617995782807222
3,zho,restaurant,test,NEU,373,0,5.048739946380697,0.3481529500205908,5.102117962466488,0.38769694228962887
3,zho,restaurant,test,POS,2135,0,6.401475409836065,0.49653735550717554,6.039133489461358,0.6626632438021732
3,zho,restaurant,train,NEG,1166,0,3.8834648370497424,0.432350472926053,5.372075471698113,0.595938351824564
3,zho,restaurant,train,NEU,1151,0,4.939192006950478,0.3558994534922174,5.083509991311902,0.32363409371707563
3,zho,restaurant,train,POS,6178,0,6.339614762058918,0.4182565060792023,5.9558886370993855,0.5823555347225622
